114.73,-0.03,23.69,4.3,101.867,24.09,2.71,65.2839,225,0,0,0,0,57.7,80,100945.25,3/4/2017 23:56
114.15,-0.03,23.89,3.76,89.8264,23.83,-3.66,-87.2178,225,0,0,0,0,57.8,80,100942.75,3/4/2017 23:57
114.23,-0.03,23.51,4.43,104.1493,23.72,1.78,42.2216,225,1.5,0,0,0,57.5,80,100943.25,3/4/2017 23:59
114.12,-0.03,23.41,4.23,99.0243,23.66,3,70.98,135,3,0,0,0,58.1,79.9,100938.5,4/4/2017 0:00
115.1,-0.03,23.65,4.51,106.6615,23.91,2.59,61.9269,225,1.5,0,0,0,57.3,79.9,100940,4/4/2017 0:01
114.5,-0.03,23.5,3.93,92.355,23.71,1.56,36.9876,225,0,0,0,0,57.1,79.9,100935.5,4/4/2017 0:02
94.77,-0.04,23.58,4.03,95.0274,24.14,2.61,63.0054,180,1.5,0,0,0,58,79.8,100931,4/4/2017 0:03
114.08,-0.03,24.04,3.51,84.3804,23.93,1.17,27.9981,180,0,0,0,0,58.3,79.8,100935,4/4/2017 0:04
114.35,-0.02,23.54,4.78,112.5212,23.81,2.83,67.3823,180,1.5,0,0,0,58.3,79.9,100937.5,4/4/2017 0:05
114.7,-0.04,24.2,3.69,89.298,23.91,-2.13,-50.9283,180,0,0,0,0,58.6,79.9,100933.5,4/4/2017 0:07
114.13,-0.01,24.02,3.62,86.9524,24.57,1.9,46.683,180,0,0,0,0,58.7,79.9,100935.5,4/4/2017 0:08
114.53,-0.02,23.93,3.5,83.755,24.31,1.11,26.9841,180,0,0,0,0,58.9,79.8,100934,4/4/2017 0:09
114.97,-0.03,23.52,4.15,97.608,23.7,2.57,60.909,0,3,0,0,0,58.8,79.8,100935,4/4/2017 0:10
114.11,-0.03,23.61,4.01,94.6761,24.05,2.74,65.897,0,0,0,0,0,59,79.8,100933.75,4/4/2017 0:11
93.4,-0.04,23.49,3.89,91.3761,23.71,-0.53,-12.5663,0,0,0,0,0,59,79.8,100932,4/4/2017 0:12
115.23,-0.04,23.78,3.48,82.7544,24.1,1.9,45.79,0,0,0,0,0,59.2,79.7,100927.25,4/4/2017 0:13
115.11,-0.02,23.56,4.77,112.3812,23.79,3.01,71.6079,315,0,0,0,0,59.4,79.6,100926.5,4/4/2017 0:14
114.75,-0.04,24.08,3.58,86.2064,24.45,-0.82,-20.049,0,0,0,0,0,59.3,79.5,100923.5,4/4/2017 0:15
79.68,-0.03,24.36,3.58,87.2088,24.62,-1.04,-25.6048,0,0,0,0,0,59.3,79.5,100919,4/4/2017 0:17
114.69,-0.03,23.43,3.91,91.6113,23.67,2.91,68.8797,0,0,0,0,0,59.3,79.6,100917.5,4/4/2017 0:18
114.16,-0.04,23.88,3.57,85.2516,24.47,0.83,20.3101,0,0,0,0,0,59.1,79.6,100917.5,4/4/2017 0:19
113.99,-0.03,23.6,4.18,98.648,23.9,2.58,61.662,0,0,0,0,0,58.9,79.6,100917.5,4/4/2017 0:20
105.76,-0.03,23.54,4.45,104.753,23.77,2.96,70.3592,0,0,0,0,0,59.1,79.6,100919.75,4/4/2017 0:21
93.74,-0.03,23.47,4.19,98.3393,23.7,2.49,59.013,0,0,0,0,0,59.5,79.4,100915,4/4/2017 0:22
113.87,-0.03,23.7,4.21,99.777,23.97,2.36,56.5692,0,0,0,0,0,60.1,79,100910.75,4/4/2017 0:23
114.34,-0.03,23.57,3.74,88.1518,23.68,-1.45,-34.336,0,0,0,0,0,59.8,79.1,100907.5,4/4/2017 0:25
113.91,-0.03,23.46,4.48,105.1008,23.7,3.07,72.759,0,0,0,0,0,59.5,79.3,100907.25,4/4/2017 0:26
114.03,-0.03,23.62,3.76,88.8112,24.12,2.53,61.0236,0,0,0,0,0,59.4,79.4,100910.75,4/4/2017 0:27
113.92,-0.03,24.19,3.56,86.1164,24.15,-2.14,-51.681,0,0,0,0,0,59.2,79.5,100911.5,4/4/2017 0:28
113.89,-0.04,24.34,3.53,85.9202,24.27,-1.05,-25.4835,0,0,0,0,0,59.3,79.5,100908.25,4/4/2017 0:29
113.64,-0.03,24.45,3.59,87.7755,24.59,-0.47,-11.5573,293,0,0,0,0,59.1,79.5,100907.25,4/4/2017 0:30
70.94,-0.03,23.9,3.77,90.103,23.69,-1.6,-37.904,0,0,0,0,0,59.2,79.5,100906.75,4/4/2017 0:31
114.65,-0.03,24.03,3.62,86.9886,23.89,-3.81,-91.0209,0,0,0,0,0,59.2,79.5,100898.25,4/4/2017 0:32
113.97,-0.03,24.43,3.53,86.2379,24.55,-1.72,-42.226,0,0,0,0,0,59,79.5,100897.5,4/4/2017 0:34
114.3,-0.04,23.51,4.18,98.2718,23.79,2.86,68.0394,0,0,0,0,0,59.5,79.4,100892.75,4/4/2017 0:35
69.04,-0.02,24.06,3.69,88.7814,23.64,-2.25,-53.19,0,1.5,0,0,0,60,79.1,100885.25,4/4/2017 0:36
113.75,-0.04,23.84,3.59,85.5856,24.13,1.68,40.5384,315,1.5,0,0,0,61.5,78.5,100875.25,4/4/2017 0:37
114.43,-0.03,24.11,3.55,85.5905,23.77,-1.5,-35.655,315,4.5,0,0,0,62.7,77.7,100882.5,4/4/2017 0:38
113.4,-0.04,23.72,3.97,94.1684,23.69,0.99,23.4531,315,3,0,0,0,63.3,77.1,100871,4/4/2017 0:39
114.46,-0.03,23.44,4.1,96.104,23.66,2.96,70.0336,315,3,0,0,0,63.8,77.1,100872.25,4/4/2017 0:40
113.5,-0.02,24.3,3.52,85.536,24.31,0.97,23.5807,315,0,0,0,0,63.6,77.1,100871.25,4/4/2017 0:41
113.13,-0.04,24.26,3.61,87.5786,23.8,-2.74,-65.212,315,0,0,0,0,63.2,77.2,100875.25,4/4/2017 0:43
113.19,-0.03,23.54,3.95,92.983,23.68,2.03,48.0704,315,1.5,0,0,0,62.6,77.7,100878.25,4/4/2017 0:44
113.59,-0.03,23.7,3.78,89.586,24.05,2.46,59.163,315,1.5,0,0,0,62.5,77.7,100878.25,4/4/2017 0:45
113.83,-0.03,24.09,3.51,84.5559,24.51,1.3,31.863,225,3,0,0,0,62,77.8,100876.75,4/4/2017 0:46
113.58,-0.03,23.56,3.94,92.8264,23.86,2.55,60.843,293,1.5,0,0,0,62,78,100878.25,4/4/2017 0:47
113.7,-0.04,23.55,3.77,88.7835,23.7,0.01,0.237,315,1.5,0,0,0,61.6,78.2,100874.25,4/4/2017 0:48
82.58,-0.03,24,3.52,84.48,24.11,1.78,42.9158,-1,1.5,0,0,0,62.1,78.1,100875,4/4/2017 0:49
113.67,-0.03,23.95,3.64,87.178,23.87,-5.01,-119.5887,315,3,0,0,0,61.8,78.2,100873,4/4/2017 0:51
92.87,-0.03,23.66,3.77,89.1982,23.68,-1.45,-34.336,-1,3,0,0,0,61.6,78.2,100869.5,4/4/2017 0:53
114.01,-0.03,23.49,4.05,95.1345,23.68,2.91,68.9088,270,0,0,0,0,61.8,78.2,100870.75,4/4/2017 0:54
113.7,-0.04,23.66,3.75,88.725,23.74,-1.62,-38.4588,315,0,0,0,0,61.1,78.4,100874.25,4/4/2017 0:56
79.72,-0.03,23.74,3.58,84.9892,24.12,2.55,61.506,315,0,0,0,0,60.6,78.5,100869.25,4/4/2017 0:57
113.73,-0.04,23.51,4.23,99.4473,23.82,3.09,73.6038,270,0,0,0,0,60.7,78.6,100868.5,4/4/2017 0:58
113.76,-0.03,23.78,3.53,83.9434,24.14,1.69,40.7966,45,0,0,0,0,61,78.7,100867.25,4/4/2017 0:59
113.83,-0.03,23.51,4.46,104.8546,23.72,2.98,70.6856,135,1.5,0,0,0,61.2,78.8,100872,4/4/2017 1:00
112.14,-0.03,23.72,3.45,81.834,23.7,-1.26,-29.862,135,4.5,0,0,0,61.9,78.8,100871.5,4/4/2017 1:02
112.99,-0.03,23.82,3.81,90.7542,23.75,-2.24,-53.2,135,3,0,0,0,62,78.9,100873.75,4/4/2017 1:03
113.83,-0.03,24.16,3.67,88.6672,23.84,-3.71,-88.4464,135,3,0,0,0,62,78.9,100868.5,4/4/2017 1:04
98.08,-0.03,23.5,4.26,100.11,23.8,2.96,70.448,135,4.5,0,0,0,62.3,78.9,100868.75,4/4/2017 1:05
113.91,-0.03,23.51,3.42,80.4042,23.79,2.61,62.0919,135,1.5,0,0,0,62.1,78.9,100869,4/4/2017 1:06
113.92,-0.03,23.54,4.18,98.3972,23.82,2.76,65.7432,135,1.5,0,0,0,61.7,79,100868.75,4/4/2017 1:07
113.32,-0.03,23.5,4.15,97.525,23.68,2.8,66.304,135,0,0,0,0,61.5,79.1,100875,4/4/2017 1:08
74.41,-0.04,23.56,4.78,112.6168,23.78,2.76,65.6328,90,0,0,0,0,61.4,79.1,100874.5,4/4/2017 1:09
113.94,-0.03,23.61,3.57,84.2877,24.16,2.42,58.4672,90,1.5,0,0,0,61.7,79.1,100876.75,4/4/2017 1:10
112.97,-0.02,23.91,3.5,83.685,24.61,1.48,36.4228,135,3,0,0,0,61.5,79.1,100874.75,4/4/2017 1:12
113.46,-0.03,23.96,3.49,83.6204,24.32,1.11,26.9952,135,3,0,0,0,61.8,79.1,100876,4/4/2017 1:13
113.84,-0.03,23.58,3.53,83.2374,23.58,1.4,33.012,135,3,0,0,0,62.3,79,100872.25,4/4/2017 1:14
113.34,-0.03,24.13,3.65,88.0745,24.11,-4.38,-105.6018,180,1.5,0,0,0,62.4,78.9,100872.75,4/4/2017 1:15
113.92,-0.03,23.44,4.29,100.5576,23.67,2.4,56.808,180,0,0,0,0,62.3,79,100874.25,4/4/2017 1:16
113.72,-0.03,23.45,4.02,94.269,23.69,1.06,25.1114,180,1.5,0,0,0,62.6,78.8,100862.5,4/4/2017 1:17
112.92,-0.02,24.36,3.5,85.26,24.62,-0.73,-17.9726,135,0,0,0,0,62.4,78.9,100871.25,4/4/2017 1:18
113.54,-0.04,23.54,3.54,83.3316,23.56,0.38,8.9528,135,0,0,0,0,62.1,79,100874.5,4/4/2017 1:20
113.46,-0.04,23.65,4.51,106.6615,23.91,2.28,54.5148,135,0,0,0,0,62,79,100872.75,4/4/2017 1:21
113.65,-0.03,23.51,4.45,104.6195,23.76,2.86,67.9536,135,0,0,0,0,61.8,79.1,100867.5,4/4/2017 1:22
113.43,-0.03,23.52,4.31,101.3712,23.84,2.76,65.7984,135,1.5,0,0,0,61.6,79.1,100868.75,4/4/2017 1:23
114.14,-0.02,23.53,4.08,96.0024,23.86,2.52,60.1272,338,0,0,0,0,61.5,79.1,100869.25,4/4/2017 1:24
114.49,-0.04,23.5,4.1,96.35,23.68,0.08,1.8944,225,0,0,0,0,61.2,79.1,100870.5,4/4/2017 1:25
113.89,-0.04,24.04,3.49,83.8996,24.32,0.63,15.3216,225,1.5,0,0,0,61.3,79.1,100873.25,4/4/2017 1:26
113.53,-0.04,23.74,3.88,92.1112,23.69,-0.82,-19.4258,225,1.5,0,0,0,61.8,79.1,100870.5,4/4/2017 1:27
111.92,-0.03,24,3.47,83.28,24.53,0.97,23.7941,225,0,0,0,0,61.8,78.8,100866.25,4/4/2017 1:29
114,-0.04,23.54,3.6,84.744,23.58,0.13,3.0654,-1,0,0,0,0,63.1,78,100870.25,4/4/2017 1:30
113.71,-0.02,24.29,3.5,85.015,24.42,-3.39,-82.7838,270,1.5,0,0,0,64.1,77.5,100861,4/4/2017 1:31
113.02,-0.03,23.53,4.23,99.5319,23.91,2.28,54.5148,315,1.5,0,0,0,64.5,77.1,100856,4/4/2017 1:32
85.78,-0.03,24.42,3.51,85.7142,23.91,-3.08,-73.6428,315,3,0,0,0,65,76.9,100854,4/4/2017 1:33
113.37,-0.03,24.03,3.5,84.105,24.11,-2.8,-67.508,315,3,0,0,0,65.1,76.8,100851.5,4/4/2017 1:34
113.91,-0.03,23.47,4.56,107.0232,23.7,2.84,67.308,293,1.5,0,0,0,65.6,76.7,100851.5,4/4/2017 1:35
113.68,-0.03,24.15,3.59,86.6985,23.78,-2.81,-66.8218,315,1.5,0,0,0,65.3,76.8,100850,4/4/2017 1:36
75.11,-0.03,23.97,3.51,84.1347,23.92,-3.02,-72.2384,225,3,0,0,0,64.9,77,100850.75,4/4/2017 1:38
113.92,-0.04,23.52,4.07,95.7264,23.68,-0.13,-3.0784,270,4.5,0,0,0,64.2,77.3,100854.25,4/4/2017 1:39
114.41,-0.03,23.76,3.48,82.6848,24.4,0.88,21.472,225,1.5,0,0,0,63.7,77.7,100854.25,4/4/2017 1:40
108.11,-0.03,23.83,3.56,84.8348,23.71,-4.68,-110.9628,315,1.5,0,0,0,63.5,77.9,100856.5,4/4/2017 1:41
114.12,-0.02,24.02,3.44,82.6288,23.63,-0.97,-22.9211,-1,1.5,0,0,0,63,78,100855.5,4/4/2017 1:42
113.13,-0.03,24.06,3.72,89.5032,23.71,-1.94,-45.9974,225,4.5,0,0,0,62.8,78.1,100853,4/4/2017 1:43
113.98,-0.03,23.46,4.54,106.5084,23.69,2.69,63.7261,225,1.5,0,0,0,62.9,78.2,100854.75,4/4/2017 1:44
94.05,-0.03,23.93,3.45,82.5585,24.36,0.9,21.924,225,1.5,0,0,0,62.6,78.4,100847.75,4/4/2017 1:45
113.75,-0.03,23.47,3.52,82.6144,23.59,2.57,60.6263,225,6,0,0,0,62.4,78.5,100847,4/4/2017 1:46
113.22,-0.03,23.96,3.46,82.9016,24.58,1.18,29.0044,225,3,0,0,0,62.5,78.5,100844.5,4/4/2017 1:48
113.55,-0.03,23.53,4,94.12,23.66,2.19,51.8154,315,1.5,0,0,0,62.4,78.6,100843.5,4/4/2017 1:49
99.01,-0.04,23.54,3.64,85.6856,23.84,2.28,54.3552,270,3,0,0,0,62.1,78.7,100845.75,4/4/2017 1:50
113.48,-0.03,23.41,4.64,108.6224,23.69,2.8,66.332,0,0,0,0,0,61.9,78.7,100845.5,4/4/2017 1:51
113.54,-0.04,23.46,3.94,92.4324,23.64,1.25,29.55,-1,3,0,0,0,61.9,78.5,100837.25,4/4/2017 1:52
102.46,-0.03,24.11,3.46,83.4206,24.52,-0.9,-22.068,225,1.5,0,0,0,61.7,78.5,100837.75,4/4/2017 1:53
113.11,-0.04,23.61,3.36,79.3296,23.95,2.58,61.791,315,1.5,0,0,0,61.7,78.6,100838.75,4/4/2017 1:54
113.67,-0.03,23.64,3.54,83.6856,24.17,2.29,55.3493,315,3,0,0,0,61.9,78.5,100841.5,4/4/2017 1:55
113.02,-0.03,23.82,3.58,85.2756,23.67,-1.09,-25.8003,270,3,0,0,0,61.8,78.6,100844,4/4/2017 1:56
77.77,-0.03,23.58,3.98,93.8484,23.67,0.41,9.7047,315,1.5,0,0,0,61.9,78.5,100838,4/4/2017 1:58
113.25,-0.02,23.57,3.92,92.3944,23.92,2.61,62.4312,315,3,0,0,0,62.9,78,100849.25,4/4/2017 1:59
113.36,-0.04,23.5,4.55,106.925,23.82,2.91,69.3162,-1,1.5,0,0,0,63.5,77.7,100847,4/4/2017 2:00
113.05,-0.02,23.73,3.97,94.2081,23.95,2.13,51.0135,315,0,0,0,0,63.8,77.5,100840.75,4/4/2017 2:01
112.9,-0.03,23.78,3.42,81.3276,24.45,0.61,14.9145,225,3,0,0,0,63.2,77.8,100843,4/4/2017 2:02
71.97,-0.03,23.82,3.72,88.6104,23.73,-2.32,-55.0536,270,3,0,0,0,63.7,77.8,100840.25,4/4/2017 2:03
113.27,-0.03,23.64,3.42,80.8488,23.95,1.97,47.1815,225,3,0,0,0,63.5,77.7,100835.75,4/4/2017 2:05
113.1,-0.03,23.62,4.41,104.1642,23.91,2.21,52.8411,315,1.5,0,0,0,63.6,77.7,100832.25,4/4/2017 2:06
112.97,-0.03,23.43,4.8,112.464,23.72,2.78,65.9416,315,1.5,0,0,0,64,77.7,100835.75,4/4/2017 2:07
